Scenario,Config,AgentName,Commitment,Rep,Score,NumTraps
3.4_dynamic_10_traps,all_together,rnd,20,7,-62,90
3.4_dynamic_10_traps,all_together,agB,20,7,-309,333
3.4_dynamic_10_traps,all_together,agA,20,7,-342,354
3.4_dynamic_10_traps,all_together,rnd,20,8,-55,85
3.4_dynamic_10_traps,all_together,agB,20,8,-310,333
3.4_dynamic_10_traps,all_together,agA,20,8,-249,271
3.4_dynamic_10_traps,all_together,rnd,20,9,-56,86
3.4_dynamic_10_traps,all_together,agB,20,9,-296,311
3.4_dynamic_10_traps,all_together,agA,20,9,-291,309
3.4_dynamic_10_traps,RandomAgent_solo,player,1,1,-72,93
3.4_dynamic_10_traps,RandomAgent_solo,player,1,10,-76,104
3.4_dynamic_10_traps,RandomAgent_solo,player,1,2,-88,112
3.4_dynamic_10_traps,RandomAgent_solo,player,1,3,-93,116
3.4_dynamic_10_traps,RandomAgent_solo,player,1,4,-90,117
3.4_dynamic_10_traps,RandomAgent_solo,player,1,5,-51,89
3.4_dynamic_10_traps,RandomAgent_solo,player,1,6,-105,129
3.4_dynamic_10_traps,RandomAgent_solo,player,1,7,-59,88
3.4_dynamic_10_traps,RandomAgent_solo,player,1,8,-60,92
3.4_dynamic_10_traps,RandomAgent_solo,player,1,9,-74,104
3.4_dynamic_10_traps,RandomAgent_solo,player,20,1,-78,105
3.4_dynamic_10_traps,RandomAgent_solo,player,20,10,-57,99
3.4_dynamic_10_traps,RandomAgent_solo,player,20,2,-79,105
3.4_dynamic_10_traps,RandomAgent_solo,player,20,3,-86,116
3.4_dynamic_10_traps,RandomAgent_solo,player,20,4,-94,115
3.4_dynamic_10_traps,RandomAgent_solo,player,20,5,-44,84
3.4_dynamic_10_traps,RandomAgent_solo,player,20,6,-56,84
3.4_dynamic_10_traps,RandomAgent_solo,player,20,7,-80,109
3.4_dynamic_10_traps,RandomAgent_solo,player,20,8,-73,101
3.4_dynamic_10_traps,RandomAgent_solo,player,20,9,-79,107
